scan_id,pattern,type,current_scanGroupId,carrier,carrierId,current_scan_group,proposed_scan_group,scanGroupId
we ve incorrectly sorted this package which may cause a delay-UPS UK-Carrier error delayed delivery,we ve incorrectly sorted this package which may cause a delay,RegEx,ea0d4eb0-2f76-4002-bbd7-1e853a32948b,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Carrier error delayed delivery,Carrier misrouted the shipment - Corrective action underway,063db3fe-b8dc-4500-a63e-96a2441b08f3
missorted to an incorrect location-UPS UK-Carrier error delayed delivery,missorted to an incorrect location,RegEx,ea0d4eb0-2f76-4002-bbd7-1e853a32948b,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Carrier error delayed delivery,Carrier misrouted the shipment - Corrective action underway,063db3fe-b8dc-4500-a63e-96a2441b08f3
incomplete or missing documentation must be obtained for clearance ups is attempting to obtain this information-UPS UK-Missing or incomplete export documentation,incomplete or missing documentation must be obtained for clearance ups is attempting to obtain this information,RegEx,670d81f1-0218-4fb2-848d-6a3bd0098713,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Missing or incomplete export documentation,Additional information or paperwork required for customs clearance,41d9399a-3514-420d-a36b-53c539b89423
additional import documentation is required for clearance-UPS UK-Missing or incomplete export documentation,additional import documentation is required for clearance,RegEx,670d81f1-0218-4fb2-848d-6a3bd0098713,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Missing or incomplete export documentation,Additional information or paperwork required for customs clearance,41d9399a-3514-420d-a36b-53c539b89423
additional clearing agency information or documentation is required for clearance-UPS UK-Missing or incomplete export documentation,additional clearing agency information or documentation is required for clearance,RegEx,670d81f1-0218-4fb2-848d-6a3bd0098713,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Missing or incomplete export documentation,Additional information or paperwork required for customs clearance,41d9399a-3514-420d-a36b-53c539b89423
the package is in storage-UPS UK-Shipment on hold,the package is in storage,RegEx,1bd2ae08-39db-4489-a573-5ba5281922a6,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Shipment on hold,Warehouse Scan,6c58c5e3-ac1b-4278-a29e-3d8b88034a71
your package is awaiting clearance related to the department of alcohol tobacco firearms requirements-UPS UK-Awaiting release from customs,your package is awaiting clearance related to the department of alcohol tobacco firearms requirements,RegEx,242a0d42-f28c-41ca-8c57-c3bf000812a8,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Awaiting release from customs,Held for inspection by government agency,e197487d-bc6b-48e8-a617-3b80bfc78144
this shipment is warehoused until it is released by clearing agency-UPS UK-Awaiting release from customs,this shipment is warehoused until it is released by clearing agency,RegEx,242a0d42-f28c-41ca-8c57-c3bf000812a8,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Awaiting release from customs,Shipment on hold,1bd2ae08-39db-4489-a573-5ba5281922a6
we received a request to change the delivery of this package the request is in progress-UPS UK-Request to reschedule delivery,we received a request to change the delivery of this package the request is in progress,RegEx,399c081b-ae68-4372-9034-172fcc2619f3,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Request to reschedule delivery,New instructions received - We updated the delivery information for your package,0b6f2e65-c1a7-4b3d-90da-de65f31b6160
we received a request to change delivery this request will be processed once the package returns to our facility-UPS UK-Request to reschedule delivery,we received a request to change delivery this request will be processed once the package returns to our facility,RegEx,399c081b-ae68-4372-9034-172fcc2619f3,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Request to reschedule delivery,New instructions received - We updated the delivery information for your package,0b6f2e65-c1a7-4b3d-90da-de65f31b6160
the delivery change request for this package has been completed-UPS UK-Request to reschedule delivery,the delivery change request for this package has been completed,RegEx,399c081b-ae68-4372-9034-172fcc2619f3,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Request to reschedule delivery,Delivery rescheduled,4baae71a-4579-4fed-860a-05da3b13ddc9
my choice delivery change option has been completed-UPS UK-Request to reschedule delivery,my choice delivery change option has been completed,RegEx,399c081b-ae68-4372-9034-172fcc2619f3,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Request to reschedule delivery,Delivery rescheduled,4baae71a-4579-4fed-860a-05da3b13ddc9
as requested the delivery change was completed-UPS UK-Request to reschedule delivery,as requested the delivery change was completed,RegEx,399c081b-ae68-4372-9034-172fcc2619f3,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Request to reschedule delivery,Delivery rescheduled,4baae71a-4579-4fed-860a-05da3b13ddc9
transferred to a local agent for delivery the delivery will be rescheduled-UPS UK-Delivery rescheduled,transferred to a local agent for delivery the delivery will be rescheduled,RegEx,4baae71a-4579-4fed-860a-05da3b13ddc9,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Delivery rescheduled,Transferred to third party for delivery,54e3331f-0c46-4137-86b0-0f477cd2e3df
the package is assigned to a sub agent for delivery delivery is rescheduled-UPS UK-Delivery rescheduled,the package is assigned to a sub agent for delivery delivery is rescheduled,RegEx,4baae71a-4579-4fed-860a-05da3b13ddc9,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Delivery rescheduled,Transferred to third party for delivery,54e3331f-0c46-4137-86b0-0f477cd2e3df
the receiver requested that ups delay this delivery-UPS UK-Package on hold for delivery,the receiver requested that ups delay this delivery,RegEx,667c9f0c-4671-4af0-a788-c264b8553dac,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Package on hold for delivery,Request to reschedule delivery,399c081b-ae68-4372-9034-172fcc2619f3
the receiver requested a hold for a future delivery date ups will attempt delivery on date requested-UPS UK-Package on hold for delivery,the receiver requested a hold for a future delivery date ups will attempt delivery on date requested,RegEx,667c9f0c-4671-4af0-a788-c264b8553dac,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Package on hold for delivery,Delivery scheduled for a future date,e5820d09-3fcd-4b89-9dfe-0a32f7672ffe
the receiver has requested that we hold this package for a future delivery date-UPS UK-Package on hold for delivery,the receiver has requested that we hold this package for a future delivery date,RegEx,667c9f0c-4671-4af0-a788-c264b8553dac,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Package on hold for delivery,Delivery scheduled for a future date,e5820d09-3fcd-4b89-9dfe-0a32f7672ffe
the package is being held for future delivery ups will attempt delivery on the date requested-UPS UK-Package on hold for delivery,the package is being held for future delivery ups will attempt delivery on the date requested,RegEx,667c9f0c-4671-4af0-a788-c264b8553dac,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Package on hold for delivery,Delivery scheduled for a future date,e5820d09-3fcd-4b89-9dfe-0a32f7672ffe
registered with clearing agency shipment release pending clearing agency review-UPS UK-Customs clearance in progress,registered with clearing agency shipment release pending clearing agency review,RegEx,4796f4a2-c081-41d0-82fe-d8a982078677,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Customs clearance in progress,Awaiting release from customs,242a0d42-f28c-41ca-8c57-c3bf000812a8
aviation security screening delay ups-UPS UK-Carrier error delayed delivery,aviation security screening delay ups,RegEx,ea0d4eb0-2f76-4002-bbd7-1e853a32948b,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Carrier error delayed delivery,Transit delay,a3f98c55-2fca-4189-a026-517ab25ca1f3
ups delayed the package during the aviation security screening-UPS UK-Carrier error delayed delivery,ups delayed the package during the aviation security screening,RegEx,ea0d4eb0-2f76-4002-bbd7-1e853a32948b,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Carrier error delayed delivery,Transit delay,a3f98c55-2fca-4189-a026-517ab25ca1f3
your package encountered a delay at the ups delivery facility we expect delivery to be postponed by one business day-UPS UK-Carrier error delayed delivery,your package encountered a delay at the ups delivery facility we expect delivery to be postponed by one business day,RegEx,ea0d4eb0-2f76-4002-bbd7-1e853a32948b,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Carrier error delayed delivery,Transit delay,a3f98c55-2fca-4189-a026-517ab25ca1f3
your package encountered a delay we expect your delivery will be postponed by one business day-UPS UK-Carrier error delayed delivery,your package encountered a delay we expect your delivery will be postponed by one business day,RegEx,ea0d4eb0-2f76-4002-bbd7-1e853a32948b,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Carrier error delayed delivery,Transit delay,a3f98c55-2fca-4189-a026-517ab25ca1f3
the package was subject to an x ray inspection prior to delivery a delay may result-UPS UK-Customs clearance delay,the package was subject to an x ray inspection prior to delivery a delay may result,RegEx,e6e3e3b7-6046-40ac-8236-21d12576a5e7,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Customs clearance delay,Security Inspection completed,b84a037a-53a0-40f0-865f-8b555affc746
shipment transferred to local govt agency and is temporarily out of ups control-UPS UK-Customs clearance delay,shipment transferred to local govt agency and is temporarily out of ups control,RegEx,e6e3e3b7-6046-40ac-8236-21d12576a5e7,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Customs clearance delay,Held for inspection by government agency,e197487d-bc6b-48e8-a617-3b80bfc78144
hold pending clearance of tsca toxic substance control act-UPS UK-Customs clearance delay,hold pending clearance of tsca toxic substance control act,RegEx,e6e3e3b7-6046-40ac-8236-21d12576a5e7,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Customs clearance delay,Shipment on hold due to restricted items,7a674ef1-16cd-49c7-947a-fee0deb8725d
we ve made another attempt to deliver your package-UPS UK-Delivery attempted. Receiver not available for delivery,we ve made another attempt to deliver your package,RegEx,1c7ea3b8-dbe6-49d6-98e1-7b80b227e269,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Delivery attempted. Receiver not available for delivery,Delivery attempted,b9c04e40-5251-47e9-8a3a-baeb9c05d5b8
a non ups labor dispute has delayed delivery we re working to deliver your package as quickly as possible-UPS UK-Delayed due to circumstances beyond our control - Corrective action underway,a non ups labor dispute has delayed delivery we re working to deliver your package as quickly as possible,RegEx,da51b056-3d09-4978-ab8e-695c2852f981,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Delayed due to circumstances beyond our control - Corrective action underway,Delay due to industrial action,a0e2ecb5-bd0e-4e70-b7fb-66f36af15e1d
a ups facility outage has delayed delivery we re adjusting plans to deliver your package as quickly as possible-UPS UK-Delayed due to circumstances beyond our control - Corrective action underway,a ups facility outage has delayed delivery we re adjusting plans to deliver your package as quickly as possible,RegEx,da51b056-3d09-4978-ab8e-695c2852f981,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Delayed due to circumstances beyond our control - Corrective action underway,Carrier error delayed delivery,ea0d4eb0-2f76-4002-bbd7-1e853a32948b
an exception in the sorting process has occurred ups has taken corrective action-UPS UK-Carrier error delayed delivery,an exception in the sorting process has occurred ups has taken corrective action,RegEx,ea0d4eb0-2f76-4002-bbd7-1e853a32948b,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Carrier error delayed delivery,Shipment exception - Corrective action underway,503ccd73-5556-48d9-a8fa-1c7dce74b2d6
due to local operation disruption packages not unloaded from trailer expect a one day business day delay-UPS UK-Carrier error delayed delivery,due to local operation disruption packages not unloaded from trailer expect a one day business day delay,RegEx,ea0d4eb0-2f76-4002-bbd7-1e853a32948b,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Carrier error delayed delivery,Delay due to operational reasons,e672ed4a-8ffd-4538-bf6d-442c48130d28
due to local operation disruption packages not unloaded from trailer expect a one day business delay-UPS UK-Carrier error delayed delivery,due to local operation disruption packages not unloaded from trailer expect a one day business delay,RegEx,ea0d4eb0-2f76-4002-bbd7-1e853a32948b,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Carrier error delayed delivery,Delay due to operational reasons,e672ed4a-8ffd-4538-bf6d-442c48130d28
service disruption occurred-UPS UK-Carrier error delayed delivery,service disruption occurred,RegEx,ea0d4eb0-2f76-4002-bbd7-1e853a32948b,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Carrier error delayed delivery,Delayed due to circumstances beyond our control - Corrective action underway,da51b056-3d09-4978-ab8e-695c2852f981
the airline off loaded packages-UPS UK-Carrier error delayed delivery,the airline off loaded packages,RegEx,ea0d4eb0-2f76-4002-bbd7-1e853a32948b,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Carrier error delayed delivery,Delay due to flight cancelled or delayed,86d838a1-97cc-41c6-b2ec-d671bd85b450
the package is delayed at the origin hub-UPS UK-Carrier error delayed delivery,the package is delayed at the origin hub,RegEx,ea0d4eb0-2f76-4002-bbd7-1e853a32948b,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Carrier error delayed delivery,Transit delay,a3f98c55-2fca-4189-a026-517ab25ca1f3
the package was left in a ups facility-UPS UK-Carrier error delayed delivery,the package was left in a ups facility,RegEx,ea0d4eb0-2f76-4002-bbd7-1e853a32948b,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Carrier error delayed delivery,Transit delay,a3f98c55-2fca-4189-a026-517ab25ca1f3
your package has been delayed due to an agricultural hold-UPS UK-Delayed due to circumstances beyond our control - Corrective action underway,your package has been delayed due to an agricultural hold,RegEx,da51b056-3d09-4978-ab8e-695c2852f981,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Delayed due to circumstances beyond our control - Corrective action underway,Held for inspection by government agency,e197487d-bc6b-48e8-a617-3b80bfc78144
the scheduled connection was missed-UPS UK-Carrier error delayed delivery,the scheduled connection was missed,RegEx,ea0d4eb0-2f76-4002-bbd7-1e853a32948b,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Carrier error delayed delivery,Transit delay,a3f98c55-2fca-4189-a026-517ab25ca1f3
your package encountered a delay a revised delivery date will be available once it reaches the next ups facility-UPS UK-Carrier error delayed delivery,your package encountered a delay a revised delivery date will be available once it reaches the next ups facility,RegEx,ea0d4eb0-2f76-4002-bbd7-1e853a32948b,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Carrier error delayed delivery,Transit delay,a3f98c55-2fca-4189-a026-517ab25ca1f3
your package missed the processing deadline you should expect at least one business day delay-UPS UK-Carrier error delayed delivery,your package missed the processing deadline you should expect at least one business day delay,RegEx,ea0d4eb0-2f76-4002-bbd7-1e853a32948b,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Carrier error delayed delivery,Transit delay,a3f98c55-2fca-4189-a026-517ab25ca1f3
ups initiated contact with receiver or importer for clearance information once received ups will submit for clearance-UPS UK-Additional information required for customs clearance,ups initiated contact with receiver or importer for clearance information once received ups will submit for clearance,RegEx,e21a9237-0517-450e-9ccb-53c87df229f9,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Additional information required for customs clearance,Receiver contacted for clearance instructions,f8beec24-b0b5-464a-8f3c-3d63230bab17
your package is pending release from a government agency once they release it your package will be on its way-UPS UK-Clearance has been delayed by customs or other government agency,your package is pending release from a government agency once they release it your package will be on its way,RegEx,e88ff616-6014-4117-9c92-de79a974709f,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Clearance has been delayed by customs or other government agency,Awaiting release from customs,242a0d42-f28c-41ca-8c57-c3bf000812a8
ups initiated contact with the sender to obtain clearance information once received ups will submit for clearance-UPS UK-Additional information required for customs clearance,ups initiated contact with the sender to obtain clearance information once received ups will submit for clearance,RegEx,5a9123bb-6a73-4527-9454-b86b812dadb5,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Additional information required for customs clearance,Contant with sender made,c7111e6f-7106-4022-b768-130c93960584
the package is being held for pickup as the receiver requested pickup must be made within 5 business days-UPS UK-Receiver to pick up shipment,the package is being held for pickup as the receiver requested pickup must be made within 5 business days,RegEx,16ccd96a-db97-48d3-a2aa-95bdb0b85613,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Receiver to pick up shipment,Package needs to be collected within 5 business days,1510f0db-9ff0-4b60-8acc-4ab8f1bf0874
ups is preparing your package for clearance-UPS UK-Customs clearance in progress,ups is preparing your package for clearance,RegEx,4796f4a2-c081-41d0-82fe-d8a982078677,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Customs clearance in progress,Processed for clearance,683e4758-4d70-4c2e-98a3-43fa1e270a93
your package is prepared for clearance-UPS UK-Customs clearance in progress,your package is prepared for clearance,RegEx,4796f4a2-c081-41d0-82fe-d8a982078677,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Customs clearance in progress,Processed for clearance,683e4758-4d70-4c2e-98a3-43fa1e270a93
sorry your package was delayed we are adjusting delivery plans as quickly as possible-UPS UK-Delayed due to circumstances beyond our control - Corrective action underway,sorry your package was delayed we are adjusting delivery plans as quickly as possible,RegEx,da51b056-3d09-4978-ab8e-695c2852f981,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Delayed due to circumstances beyond our control - Corrective action underway,We're working to deliver the package as soon as possible,13851f9c-c7cf-4ef7-9281-98c5068ff0ad
the package has been rescheduled for a future delivery date-UPS UK-Package on hold for delivery,the package has been rescheduled for a future delivery date,RegEx,667c9f0c-4671-4af0-a788-c264b8553dac,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Package on hold for delivery,Delivery scheduled for a future date,e5820d09-3fcd-4b89-9dfe-0a32f7672ffe
this package has experienced a sortation delay the package has been rerouted to the correct destination-UPS UK-Carrier error delayed delivery,this package has experienced a sortation delay the package has been rerouted to the correct destination,RegEx,ea0d4eb0-2f76-4002-bbd7-1e853a32948b,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Carrier error delayed delivery,Carrier misrouted the shipment - Corrective action underway,063db3fe-b8dc-4500-a63e-96a2441b08f3
we received a request from the receiver to reschedule the delivery-UPS UK-Change of delivery address,we received a request from the receiver to reschedule the delivery,RegEx,a2d95bb0-21b2-43f1-aaa3-3c6cf6367765,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Change of delivery address,Request to reschedule delivery,399c081b-ae68-4372-9034-172fcc2619f3
we are experiencing transit delays we will deliver your package as soon as possible-UPS UK-Delivery delayed due to a traffic related issue,we are experiencing transit delays we will deliver your package as soon as possible,RegEx,d85cc369-31bf-43aa-9329-ab420060f618,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Delivery delayed due to a traffic related issue,We're working to deliver the package as soon as possible,13851f9c-c7cf-4ef7-9281-98c5068ff0ad
the package will be forwarded to a ups facility in the destination city-UPS UK-In Transit,the package will be forwarded to a ups facility in the destination city,RegEx,b3c222da-581b-4b4d-ad4f-8b08d0a997a2,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,In Transit,The package is being forwarded to the destination city,86e8d772-1b95-4d85-a37f-be0bbefd9ac6
we missed you again a final attempt will be made the next business day-UPS UK-2nd delivery attempt. Receiver not available.,we missed you again a final attempt will be made the next business day,RegEx,95933051-a6e3-4bd5-976b-0e780f887cbe,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,2nd delivery attempt. Receiver not available.,Delivery attempted. Receiver not available for delivery. Delivery rescheduled for next business day.,da4e6203-9784-442c-b6af-204ca9af6517
the delivery date has been rescheduled as the receiver requested-UPS UK-Request to reschedule delivery,the delivery date has been rescheduled as the receiver requested,RegEx,399c081b-ae68-4372-9034-172fcc2619f3,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Request to reschedule delivery,Delivery rescheduled,4baae71a-4579-4fed-860a-05da3b13ddc9
we tried to deliver to the business again but it was closed a final attempt will be made the next business day-UPS UK-2nd delivery attempt. Receiver not available.,we tried to deliver to the business again but it was closed a final attempt will be made the next business day,RegEx,95933051-a6e3-4bd5-976b-0e780f887cbe,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,2nd delivery attempt. Receiver not available.,Delivery attempted. Receiver not available for delivery. Delivery rescheduled for next business day.,da4e6203-9784-442c-b6af-204ca9af6517
the address has been updated as the receiver requested-UPS UK-Delivery to alternative address requested,the address has been updated as the receiver requested,RegEx,cae871bc-b874-4a61-9b2a-d980d6afcb21,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Delivery to alternative address requested,Change of delivery address,a2d95bb0-21b2-43f1-aaa3-3c6cf6367765
the package is undeliverable and is in the process of being disposed of according to the local guidelines-UPS UK-Package damaged and contents discarded,the package is undeliverable and is in the process of being disposed of according to the local guidelines,RegEx,763e76ba-eb15-4e9f-bb15-66120f35da47,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Package damaged and contents discarded,Parcel disposed of,1a43aeea-2cae-4521-a88d-36cbf583d163
the package will be held until all packages associated with this shipment have arrived-UPS UK-Shipment partially received,the package will be held until all packages associated with this shipment have arrived,RegEx,d04e327b-3f3c-4cb3-9981-facc08f9d067,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Shipment partially received,Shipment on hold - awaiting rest of shipment,6b480b62-61fd-4146-8e0e-8fd0a4e4e2d2
we re returning this package to the sender as requested by the receiver-UPS UK-Return of the package requested,we re returning this package to the sender as requested by the receiver,RegEx,e2dfa742-6a87-4e30-97a6-eafec17c2edf,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Return of the package requested,Shipment to be returned,5ea46330-cc6d-4f62-b891-7e347342f3dd
we ve updated the delivery address as requested by the receiver-UPS UK-Delivery to alternative address requested,we ve updated the delivery address as requested by the receiver,RegEx,cae871bc-b874-4a61-9b2a-d980d6afcb21,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Delivery to alternative address requested,Change of delivery address,a2d95bb0-21b2-43f1-aaa3-3c6cf6367765
"your package is with a non ups broker contact the non ups broker for additional information-UPS UK-As requested, the package was transferred to a free trade zone or a recipient nominated broker.",your package is with a non ups broker contact the non ups broker for additional information,RegEx,80a7cb28-5fba-4c4b-8b4f-5a4a0b59d13a,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,"As requested, the package was transferred to a free trade zone or a recipient nominated broker.",Handover to broker for clearance,790eb422-1fc4-4074-b2a7-e3330538c7a2
we were unable to obtain a correct address for the receiver package will be returned to the sender-UPS UK-Shipment returned or being returned to sender,we were unable to obtain a correct address for the receiver package will be returned to the sender,RegEx,a319d767-1440-4bae-8fc9-3560e4c50a9b,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Shipment returned or being returned to sender,Package returned to sender due to incomplete address,02ab7ae4-cd67-4792-bdc2-379c0123fe70
your delivery change to a ups access point is in progress check back later for updates-UPS UK-Delivery to pick-up point requested,your delivery change to a ups access point is in progress check back later for updates,RegEx,e91cdab5-9f28-4c32-ac82-5b052f3c3978,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Delivery to pick-up point requested,Delivery to pick-up point pending,836f52ff-3538-4879-9a97-d681154a864f
the address information was not obtained and the shipment will be returned to the sender-UPS UK-Shipment to be returned,the address information was not obtained and the shipment will be returned to the sender,RegEx,5ea46330-cc6d-4f62-b891-7e347342f3dd,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Shipment to be returned,Package returned to sender due to incomplete address,02ab7ae4-cd67-4792-bdc2-379c0123fe70
a non ups labor dispute has delayed delivery by one business day-UPS UK-Delayed due to circumstances beyond our control - Corrective action underway,a non ups labor dispute has delayed delivery by one business day,RegEx,da51b056-3d09-4978-ab8e-695c2852f981,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Delayed due to circumstances beyond our control - Corrective action underway,Delay due to industrial action,a0e2ecb5-bd0e-4e70-b7fb-66f36af15e1d
all packages in the shipment have arrived and are on the way-UPS UK-In Transit,all packages in the shipment have arrived and are on the way,RegEx,b3c222da-581b-4b4d-ad4f-8b08d0a997a2,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,In Transit,Shipment located and en route to destination,3b062e72-8d71-4498-99ed-d9aa45306016
the delivery address was incorrect but the issue has been resolved your delivery has been rescheduled-UPS UK-Delivery issue resolved. Delivery will be scheduled for the next working day,the delivery address was incorrect but the issue has been resolved your delivery has been rescheduled,RegEx,fb7930dd-9d90-4dde-82cf-930de2e0e216,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Delivery issue resolved. Delivery will be scheduled for the next working day,Rescheduled delivery due to updated address,f77abb6a-14d1-485f-91b6-71ed3e096044
the delivery address is incomplete your package will be returned to the sender-UPS UK-Final delivery attempt. Shipment to be returned.,the delivery address is incomplete your package will be returned to the sender,RegEx,c7e17dc9-f619-4e01-b4f2-288e60670bbc,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Final delivery attempt. Shipment to be returned.,Package returned to sender due to incomplete address,02ab7ae4-cd67-4792-bdc2-379c0123fe70
the investigation has been closed we were unable to contact the receiver-UPS UK-Investigation closed,the investigation has been closed we were unable to contact the receiver,RegEx,ae59ed93-f90d-4463-9bdb-44a169477b58,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Investigation closed,The investigation has been closed as the receiver was unavailable,95f4723f-7c0c-44c1-a6f0-693cf7ed2926
your package is on the way-UPS UK-Internal activity scan,your package is on the way,RegEx,91349ad2-8859-4778-a6a2-a280b3e2a2e8,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Internal activity scan,In Transit,b3c222da-581b-4b4d-ad4f-8b08d0a997a2
we have your package-UPS UK-Shipment collected,we have your package,RegEx,7e750f7e-2154-4c2f-836e-007e7786480c,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Shipment collected,In Transit,b3c222da-581b-4b4d-ad4f-8b08d0a997a2
ups access point possession-UPS UK-In Transit,ups access point possession,RegEx,b3c222da-581b-4b4d-ad4f-8b08d0a997a2,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,In Transit,Shipment ready for collection from pick-up point,4f4bd244-5ace-4477-9179-34fd9e5b9023
requested delivery change cannot be completed the package will be delivered as previously scheduled-UPS UK-Internal activity scan,requested delivery change cannot be completed the package will be delivered as previously scheduled,RegEx,91349ad2-8859-4778-a6a2-a280b3e2a2e8,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Internal activity scan,Scheduled for delivery,df0f8dc8-63fb-4893-90d6-a1ad1daa7ac5
your package is being held until the requested delivery date-UPS UK-Package on hold for delivery,your package is being held until the requested delivery date,RegEx,667c9f0c-4671-4af0-a788-c264b8553dac,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Package on hold for delivery,Delivery scheduled for a future date,e5820d09-3fcd-4b89-9dfe-0a32f7672ffe
your package exceeds the maximum dimensions we can accept-UPS UK-Package exceeds maximum weight,your package exceeds the maximum dimensions we can accept,RegEx,620b8c95-f501-4344-a88e-80f651a0a6d0,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Package exceeds maximum weight,Package too large for delivery,7891d2ea-6ba2-4ff1-bc18-c7573715fb6c
your package contains a commodity that cannot be shipped internationally-UPS UK-Unable to deliver,your package contains a commodity that cannot be shipped internationally,RegEx,67224b76-1437-4890-877c-d375005362a8,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Unable to deliver,Shipment refused due to hazardous goods,171a3cc6-9bb5-4348-943c-0ee29ce9a2a6
ups was unable to deliver the package the merchandise will be disposed of or surrendered to customs-UPS UK-Package abandoned by sender,ups was unable to deliver the package the merchandise will be disposed of or surrendered to customs,RegEx,de36457c-ab83-46eb-8d1b-d3b0dca56e76,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Package abandoned by sender,Parcel disposed of,1a43aeea-2cae-4521-a88d-36cbf583d163
package resubmitted to clearing agency for clearance-UPS UK-Awaiting release from customs,package resubmitted to clearing agency for clearance,RegEx,242a0d42-f28c-41ca-8c57-c3bf000812a8,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Awaiting release from customs,Processed for clearance,683e4758-4d70-4c2e-98a3-43fa1e270a93
saturday guaranteed service is not available in the destination zip code-UPS UK-Delayed due to circumstances beyond our control - Corrective action underway,saturday guaranteed service is not available in the destination zip code,RegEx,da51b056-3d09-4978-ab8e-695c2852f981,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Delayed due to circumstances beyond our control - Corrective action underway,Service not available for this location and will be changed,498073f9-9119-4e73-a93d-99a3586ea132
