carrierId,carrierName,fromDate,toDate,scanDescription,normalizedScan,frequency,status,normalizedScan_decoded,proposed_sg_gpt_gpt-4o-mini_10,proposed_sg_gpt_gpt-4o-mini
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,0001-01-01T00:00:00,2025-04-10T12:10:21.1020504+00:00,Weâ€™re sorry this package has experienced a sortation delay. The package has been rerouted to the correct destination.,we re sorry this package has experienced a sortation delay the package has been rerouted to the correct destination,24,Not Matched,we re sorry this package has experienced a sortation delay the package has been rerouted to the correct destination,Transit delay,Transit delay
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,0001-01-01T00:00:00,2025-04-10T12:10:21.1020505+00:00,Weâ€™re sorry your package was delayed. We are adjusting delivery plans as quickly as possible.,we re sorry your package was delayed we are adjusting delivery plans as quickly as possible,33,Not Matched,we re sorry your package was delayed we are adjusting delivery plans as quickly as possible,Transit delay,Transit delay
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,0001-01-01T00:00:00,2025-04-10T12:10:21.1020507+00:00,"We tried to deliver the package, but were unable to receive payment. A second attempt will be made the next business day",we tried to deliver the package but were unable to receive payment a second attempt will be made the next business day,367,Not Matched,we tried to deliver the package but were unable to receive payment a second attempt will be made the next business day,1st delivery attempt. Unable to collect tax payment.,1st of 3 Delivery attempts. Receiver not available
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,0001-01-01T00:00:00,2025-04-10T12:10:21.1020508+00:00,"We tried to deliver to the business again, but it was closed. A final attempt will be made the next business day.",we tried to deliver to the business again but it was closed a final attempt will be made the next business day,140,Not Matched,we tried to deliver to the business again but it was closed a final attempt will be made the next business day,Final delivery attempt. Shipment to be returned.,1st of 3 Delivery attempts. Receiver not available
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,0001-01-01T00:00:00,2025-04-10T12:10:21.102051+00:00,"We tried to deliver to the business, but it was closed. A second attempt will be made the next business day.",we tried to deliver to the business but it was closed a second attempt will be made the next business day,172,Not Matched,we tried to deliver to the business but it was closed a second attempt will be made the next business day,1st of 3 Delivery attempts. Receiver not available,1st of 3 Delivery attempts. Receiver not available
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,0001-01-01T00:00:00,2025-04-10T12:10:21.1020511+00:00,We've incorrectly sorted this package which may cause a delay.,we ve incorrectly sorted this package which may cause a delay,16,Not Matched,we ve incorrectly sorted this package which may cause a delay,Carrier misrouted the shipment - Corrective action underway,Carrier misrouted the shipment - Corrective action underway
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,0001-01-01T00:00:00,2025-04-10T12:10:21.1020512+00:00,We've missed the scheduled transfer time. This may cause a delay.,we ve missed the scheduled transfer time this may cause a delay,44,Not Matched,we ve missed the scheduled transfer time this may cause a delay,Delay due to operational reasons,Delay due to operational reasons
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,0001-01-01T00:00:00,2025-04-10T12:10:21.1020513+00:00,We've received a request from the receiver to hold the package for pickup at a UPS location.,we ve received a request from the receiver to hold the package for pickup at a ups location,62,Not Matched,we ve received a request from the receiver to hold the package for pickup at a ups location,Delivery to pick-up point pending,Delivery to pick-up point pending
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,0001-01-01T00:00:00,2025-04-10T12:10:21.1020516+00:00,We've updated the delivery address as requested by the receiver.,we ve updated the delivery address as requested by the receiver,115,Not Matched,we ve updated the delivery address as requested by the receiver,New instructions received - We updated the delivery information for your package,New instructions received - We updated the delivery information for your package
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,0001-01-01T00:00:00,2025-04-10T12:10:21.1020517+00:00,We were unable to deliver your package. It's on the way to a secure UPS Access Pointâ„¢ location for pick up.,we were unable to deliver your package it s on the way to a secure ups access point location for pick up,55,Not Matched,we were unable to deliver your package it s on the way to a secure ups access point location for pick up,Delivery attempted. Receiver not available for delivery. Shipment to be delivered to a nearby pick-up point.,In Transit
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,0001-01-01T00:00:00,2025-04-10T12:10:21.1020518+00:00,Your delivery will be rescheduled.,your delivery will be rescheduled,118,Not Matched,your delivery will be rescheduled,Delivery rescheduled,Delivery rescheduled
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,0001-01-01T00:00:00,2025-04-10T12:10:21.1020519+00:00,Your package has been released by the government agency.,your package has been released by the government agency,35,Not Matched,your package has been released by the government agency,Released by customs. Clearance complete.,Released by customs. Clearance complete.
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,0001-01-01T00:00:00,2025-04-10T12:10:21.1020521+00:00,Your package is currently at the UPS Access Pointâ„¢ and is scheduled to be tendered to UPS.,your package is currently at the ups access point and is scheduled to be tendered to ups,674,Not Matched,your package is currently at the ups access point and is scheduled to be tendered to ups,In Transit,In Transit
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,0001-01-01T00:00:00,2025-04-10T12:10:21.1020522+00:00,Your package is on the way,your package is on the way,12253,Not Matched,your package is on the way,In Transit,In Transit
5f3885a8-03c7-4f94-adb4-5ea4d5c4d0e0,UPS Ireland,0001-01-01T00:00:00,2025-04-10T12:10:21.1020524+00:00,"Your package is pending release from a Government Agency. Once they release it, your package will be on its way.",your package is pending release from a government agency once they release it your package will be on its way,48,Not Matched,your package is pending release from a government agency once they release it your package will be on its way,Awaiting release from customs,Awaiting release from customs
66bdc51d-a6ec-4c82-8b6d-ae07fb619028,ParcelForce UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020526+00:00,I112,i112,568,Not Matched,i112 Parcel cannot be located,Parcel cannot be located,Parcel cannot be located
66bdc51d-a6ec-4c82-8b6d-ae07fb619028,ParcelForce UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020527+00:00,I123,i123,222,Not Matched,i123 Awaiting addressee's instruction,Information needed from the receiver,Information needed from the receiver
66bdc51d-a6ec-4c82-8b6d-ae07fb619028,ParcelForce UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020529+00:00,I124,i124,161,Not Matched,i124 Held - scheduled delivery,Shipment on hold,Shipment on hold
66bdc51d-a6ec-4c82-8b6d-ae07fb619028,ParcelForce UK,0001-01-01T00:00:00,2025-04-10T12:10:21.102053+00:00,I130,i130,189,Not Matched,i130 Delivery delayed and rescheduled,Delivery rescheduled,Delivery rescheduled
66bdc51d-a6ec-4c82-8b6d-ae07fb619028,ParcelForce UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020533+00:00,I137,i137,654,Not Matched,i137 Handed to delivery agent,Out for delivery,Out for delivery
66bdc51d-a6ec-4c82-8b6d-ae07fb619028,ParcelForce UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020534+00:00,I145,i145,310,Not Matched,i145 Do not display,not_clear,not_clear
66bdc51d-a6ec-4c82-8b6d-ae07fb619028,ParcelForce UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020534+00:00,I166,i166,682,Not Matched,i166 Collection attempted - parcel damaged,Package damaged in transit,Package damaged in transit
66bdc51d-a6ec-4c82-8b6d-ae07fb619028,ParcelForce UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020535+00:00,I238,i238,474,Not Matched,i238 No PreAdvice Failed PIN Validation Attempt,not_clear,not_clear
66bdc51d-a6ec-4c82-8b6d-ae07fb619028,ParcelForce UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020536+00:00,I258,i258,12339,Not Matched,i258 Recipient email address - domestic traffic,not_clear,not_clear
66bdc51d-a6ec-4c82-8b6d-ae07fb619028,ParcelForce UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020536+00:00,I259,i259,21079,Not Matched,i259 Recipient mobile number - domestic traffic,not_clear,not_clear
66bdc51d-a6ec-4c82-8b6d-ae07fb619028,ParcelForce UK,0001-01-01T00:00:00,2025-04-10T12:10:21.102054+00:00,I260,i260,20733,Not Matched,i260 Sender email address - domestic traffic,not_clear,not_clear
66bdc51d-a6ec-4c82-8b6d-ae07fb619028,ParcelForce UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020542+00:00,I261,i261,20733,Not Matched,i261 Sender mobile number - domestic traffic,not_clear,not_clear
66bdc51d-a6ec-4c82-8b6d-ae07fb619028,ParcelForce UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020543+00:00,I273,i273,24759,Not Matched,"i273 RTS ""Other""",not_clear,not_clear
66bdc51d-a6ec-4c82-8b6d-ae07fb619028,ParcelForce UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020544+00:00,I525,i525,34,Not Matched,i525 Local collect customer collect (with fee),not_clear,not_clear
66bdc51d-a6ec-4c82-8b6d-ae07fb619028,ParcelForce UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020547+00:00,I532,i532,341,Not Matched,i532 Refused by addressee - return to sender,Delivery refused,Delivery refused
66bdc51d-a6ec-4c82-8b6d-ae07fb619028,ParcelForce UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020547+00:00,I533,i533,2003,Not Matched,i533 Not collected by addressee - return to sender,Returned to sender,Returned to sender
66bdc51d-a6ec-4c82-8b6d-ae07fb619028,ParcelForce UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020548+00:00,IBPD,ibpd,1990,Not Matched,ibpd Collected by addressee,Delivered,Delivered
66bdc51d-a6ec-4c82-8b6d-ae07fb619028,ParcelForce UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020549+00:00,ICAC,icac,2014,Not Matched,icac Attempted collection,Collection failed,Collection failed
66bdc51d-a6ec-4c82-8b6d-ae07fb619028,ParcelForce UK,0001-01-01T00:00:00,2025-04-10T12:10:21.102055+00:00,ICAX,icax,120,Not Matched,icax Wrong delivery address,Incomplete or incorrect delivery address. Additional information or directions needed for delivery.,Incomplete or incorrect delivery address. Additional information or directions needed for delivery.
66bdc51d-a6ec-4c82-8b6d-ae07fb619028,ParcelForce UK,0001-01-01T00:00:00,2025-04-10T12:10:21.102055+00:00,ICCP,iccp,161,Not Matched,iccp Delivered to customers collection point,new__Delivered to collection point or pick-up location,new__Delivered to collection point or pick-up location
66bdc51d-a6ec-4c82-8b6d-ae07fb619028,ParcelForce UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020551+00:00,IDD,idd,683,Not Matched,idd Damage observed and noted,Package damaged in transit,Package damaged in transit
66bdc51d-a6ec-4c82-8b6d-ae07fb619028,ParcelForce UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020552+00:00,IHWA,ihwa,4283,Not Matched,ihwa Code not found,not_clear,not_clear
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020553+00:00,Address Amended by Client,address amended by client,302,Not Matched,address amended by client,new__new__Change of delivery address,New instructions received - We updated the delivery information for your package
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020554+00:00,Awaiting Hub Return Despatch,awaiting hub return despatch,341,Not Matched,awaiting hub return despatch,In Transit,In Transit
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020556+00:00,Awaiting Marshall,awaiting marshall,10,Not Matched,awaiting marshall,not_clear,not_clear
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020557+00:00,Change of delivery method alert - PShop,change of delivery method alert pshop,347,Not Matched,change of delivery method alert pshop,new__new__Change of delivery address,New instructions received - We updated the delivery information for your package
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020558+00:00,Collection Updated,collection updated,250,Not Matched,collection updated,new__new__Collection scheduled,not_clear
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020559+00:00,Confirmed Returns Fraud,confirmed returns fraud,271,Not Matched,confirmed returns fraud,not_clear,not_clear
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.102056+00:00,Courier Received,courier received,2,Not Matched,courier received,In Transit,Shipment collected
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020562+00:00,Damaged after Courier inbound activity,damaged after courier inbound activity,1120,Not Matched,damaged after courier inbound activity,Package damaged in transit,Package damaged in transit
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020566+00:00,Damaged after Depot receipt,damaged after depot receipt,84,Not Matched,damaged after depot receipt,Package damaged in transit,Package damaged in transit
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020567+00:00,Damaged after Depot return despatch,damaged after depot return despatch,375,Not Matched,damaged after depot return despatch,Package damaged in transit,Package damaged in transit
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020568+00:00,Damaged after Depot returns sort,damaged after depot returns sort,3508,Not Matched,damaged after depot returns sort,Package damaged in transit,Package damaged in transit
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020569+00:00,Damaged after Depot sort,damaged after depot sort,2174,Not Matched,damaged after depot sort,Package damaged in transit,Package damaged in transit
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020572+00:00,Damaged after Driver collected from Locker,damaged after driver collected from locker,48,Not Matched,damaged after driver collected from locker,Package damaged in transit,Package damaged in transit
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020573+00:00,Damaged after Hub despatch,damaged after hub despatch,783,Not Matched,damaged after hub despatch,Package damaged in transit,Package damaged in transit
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020574+00:00,Damaged after Hub returns receipt,damaged after hub returns receipt,297,Not Matched,damaged after hub returns receipt,Package damaged in transit,Package damaged in transit
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020576+00:00,Damaged after Pshop customer drop off,damaged after pshop customer drop off,414,Not Matched,damaged after pshop customer drop off,Package damaged in transit,Package damaged in transit
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020577+00:00,Damaged after Pshop driver collection,damaged after pshop driver collection,1777,Not Matched,damaged after pshop driver collection,Package damaged in transit,Package damaged in transit
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020578+00:00,Damaged after Pshop driver delivery,damaged after pshop driver delivery,8,Not Matched,damaged after pshop driver delivery,Package damaged in transit,Package damaged in transit
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020579+00:00,Deferred P&C Scan,deferred p c scan,477,Not Matched,deferred p c scan,not_clear,not_clear
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.102058+00:00,Delivered - BFPO HQ UK,delivered bfpo hq uk,2807,Not Matched,delivered bfpo hq uk,Delivered,Delivered
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020581+00:00,Delivered To Courier,delivered to courier,7278,Not Matched,delivered to courier,In Transit,In Transit
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020582+00:00,Delivered to Customer,delivered to customer,120,Not Matched,delivered to customer,Delivered,Delivered
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020583+00:00,Delivered to Secure Location,delivered to secure location,2,Not Matched,delivered to secure location,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020586+00:00,Delivery Instruction Amended by Client,delivery instruction amended by client,630,Not Matched,delivery instruction amended by client,New instructions received - We updated the delivery information for your package,New instructions received - We updated the delivery information for your package
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020587+00:00,Delivery Preference Specified ,delivery preference specified,81,Not Matched,delivery preference specified,new__new__Delivery preference specified,new__new__Delivery preference specified
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020588+00:00,Delivery sorted at Depot,delivery sorted at depot,747,Not Matched,delivery sorted at depot,In Transit,In Transit
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020589+00:00,Driver not del - No Preadvice,driver not del no preadvice,24,Not Matched,driver not del no preadvice,not_clear,not_clear
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020591+00:00,Exception Resolved,exception resolved,32,Not Matched,exception resolved,not_clear,not_clear
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020592+00:00,Held in PRA - Stop and Return ,held in pra stop and return,98,Not Matched,held in pra stop and return,Shipment on hold,Shipment on hold
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020593+00:00,In Hub - Incomplete address,in hub incomplete address,1034,Not Matched,in hub incomplete address,Incomplete or incorrect delivery address. Additional information or directions needed for delivery.,Incomplete or incorrect delivery address. Additional information or directions needed for delivery.
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020594+00:00,In Hub - Parcel expired,in hub parcel expired,3138,Not Matched,in hub parcel expired,not_clear,not_clear
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020596+00:00,Locker Access Problem,locker access problem,689,Not Matched,locker access problem,Unable to deliver to pick-up point. Contact carrier for alternative arrangements,Unable to deliver to pick-up point. Contact carrier for alternative arrangements
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020597+00:00,Locker Full,locker full,1703,Not Matched,locker full,not_clear,not_clear
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.10206+00:00,Misrouted via GP,misrouted via gp,51,Not Matched,misrouted via gp,Carrier misrouted the shipment - Corrective action underway,Carrier misrouted the shipment - Corrective action underway
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020602+00:00,New Parcel Label Created,new parcel label created,7,Not Matched,new parcel label created,new__new__New parcel label created,new__new__New parcel label created
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020603+00:00,Parcel delayed 24hrs at the hub,parcel delayed 24hrs at the hub,11,Not Matched,parcel delayed 24hrs at the hub,Transit delay,Transit delay
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020604+00:00,Parcel disposed of due to exceeding maximum shelf-life,parcel disposed of due to exceeding maximum shelf life,2408,Not Matched,parcel disposed of due to exceeding maximum shelf life,Parcel disposed of,Parcel disposed of
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020606+00:00,Potential Security Issue,potential security issue,33,Not Matched,potential security issue,new__new__Potential security issue,new__new__Potential security issue
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020607+00:00,Pre-Advice Loaded,pre advice loaded,2,Not Matched,pre advice loaded,not_clear,not_clear
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020611+00:00,Pre-advice loaded from offline QR code,pre advice loaded from offline qr code,5054,Not Matched,pre advice loaded from offline qr code,not_clear,not_clear
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020613+00:00,Preadvice Update,preadvice update,82,Not Matched,preadvice update,not_clear,not_clear
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020614+00:00,Processed at Depot,processed at depot,2,Not Matched,processed at depot,In Transit,In Transit
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020615+00:00,Processed at Hermes hub,processed at hermes hub,2,Not Matched,processed at hermes hub,In Transit,In Transit
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020616+00:00,Receipt at Hub,receipt at hub,2,Not Matched,receipt at hub,In Transit,Arrival at delivery depot
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020619+00:00,Received at Hermes hub,received at hermes hub,2,Not Matched,received at hermes hub,In Transit,Arrival at delivery depot
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.102062+00:00,Recovered by Net Buster,recovered by net buster,887,Not Matched,recovered by net buster,new__new__recovered by net buster,new__new__recovered by net buster
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020621+00:00,Refused - Not Ordered,refused not ordered,64,Not Matched,refused not ordered,Delivery refused,Delivery refused
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020622+00:00,Return has been processed at the Evri hub and will be with the retailer shortly,return has been processed at the evri hub and will be with the retailer shortly,654,Not Matched,return has been processed at the evri hub and will be with the retailer shortly,In Transit,In Transit
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020625+00:00,Return has been processed at the EVRi hub and will be with the retailer shortly,return has been processed at the evri hub and will be with the retailer shortly,552,Not Matched,return has been processed at the evri hub and will be with the retailer shortly,In Transit,In Transit
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020626+00:00,Return has been processed at the Hermes depot and will be with the retailer shortly,return has been processed at the hermes depot and will be with the retailer shortly,10,Not Matched,return has been processed at the hermes depot and will be with the retailer shortly,In Transit,In Transit
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020628+00:00,Return has been processed at the Hermes hub and will be with the retailer shortly,return has been processed at the hermes hub and will be with the retailer shortly,2668,Not Matched,return has been processed at the hermes hub and will be with the retailer shortly,,In Transit
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020628+00:00,Return to Depot - No Preadvce,return to depot no preadvce,323,Not Matched,return to depot no preadvce,In Transit,In Transit
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020631+00:00,Safe place - Building foyer/entrance request,safe place building foyer/entrance request,872,Not Matched,safe place building foyer/entrance request,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020632+00:00,Safe place - Open porch request,safe place open porch request,1365,Not Matched,safe place open porch request,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020633+00:00,Safe place - Residential concierge request,safe place residential concierge request,313,Not Matched,safe place residential concierge request,Driver release - Delivered to a safe place,Driver release - Delivered to a safe place
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020634+00:00,Sort at Internal Chute,sort at internal chute,22,Not Matched,sort at internal chute,In Transit,In Transit
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020636+00:00,Stop and Return Acknowledged ,stop and return acknowledged,447,Not Matched,stop and return acknowledged,new__new__stop and return acknowledged,new__new__stop and return acknowledged
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020637+00:00,Stop and Return - Customer Dispute ,stop and return customer dispute,339,Not Matched,stop and return customer dispute,new__new__stop and return customer dispute,new__new__stop and return customer dispute
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020638+00:00,Stop and Return - Customer Request ,stop and return customer request,1439,Not Matched,stop and return customer request,new__new__stop and return customer request,new__new__stop and return customer request
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020639+00:00,Stop and Return - Parcel out of SLA ,stop and return parcel out of sla,330,Not Matched,stop and return parcel out of sla,new__new__stop and return parcel out of sla,new__new__stop and return parcel out of sla
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.102064+00:00,The address provided isn't correct so. Please send a replacement with the correct address.,the address provided isn t correct so please send a replacement with the correct address,415,Not Matched,the address provided isn t correct so please send a replacement with the correct address,Incomplete or incorrect delivery address. Additional information or directions needed for delivery.,Incomplete or incorrect delivery address. Additional information or directions needed for delivery.
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020641+00:00,The customer has requested that this parcel be diverted to their porch,the customer has requested that this parcel be diverted to their porch,682,Not Matched,the customer has requested that this parcel be diverted to their porch,New instructions received - We updated the delivery information for your package,New instructions received - We updated the delivery information for your package
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020643+00:00,The parcel is at the local depot and is being sorted for delivery within 24 hours,the parcel is at the local depot and is being sorted for delivery within 24 hours,136,Not Matched,the parcel is at the local depot and is being sorted for delivery within 24 hours,In Transit,In Transit
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020645+00:00,The parcel is too large for the locker. We're now returning the parcel back to you,the parcel is too large for the locker we re now returning the parcel back to you,14,Not Matched,the parcel is too large for the locker we re now returning the parcel back to you,Shipment to be returned,Shipment to be returned
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2025-04-10T12:10:21.1020646+00:00,"This parcel is too large, a specialist EVRi courier will deliver on the next working day",this parcel is too large a specialist evri courier will deliver on the next working day,132,Not Matched,this parcel is too large a specialist evri courier will deliver on the next working day,Scheduled for delivery,Scheduled for delivery
