carrierId,carrierName,fromDate,toDate,scanDescription,normalizedScan,frequency,status
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.738373+00:00,Your UPS SurePost package was transferred to the wrong post office. It is being corrected.,your ups surepost package was transferred to the wrong post office it is being corrected,11,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.738386+00:00,"Delivered to Alternative Address, received by A . DE JONG",delivered to alternative address received by a de jong,11,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383973+00:00,"Delivered with Consignee's Authority, received by PREBECK, KATHRIN",delivered with consignee s authority received by prebeck kathrin,11,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384028+00:00,"Delivery to DPD Pickup Point after unsuccessful delivery attempt (Not@Home), by I4LIGHT",delivery to dpd pickup point after unsuccessful delivery attempt not home by i4light,11,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384143+00:00,Held In Trailer (From Hub Trailer 2960),held in trailer from hub trailer 2960,11,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384227+00:00,"Picked Up By Consumer, by I4LIGHT",picked up by consumer by i4light,11,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384283+00:00,Redelivery request (new address) made for Mon 30 January 2023 Alternative Address Acknowledgement SMS & Alternative Address Acknowledgement e-mail notification sent,redelivery request new address made for mon 30 january 2023 alternative address acknowledgement sms alternative address acknowledgement e mail notification sent,11,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384288+00:00,Redelivery request (service upgrade) made for Fri 23 August 2024 between 07:00 and 22:00 Upgrade Acknowledgement SMS notification sent,redelivery request service upgrade made for fri 23 august 2024 between 07 00 and 22 00 upgrade acknowledgement sms notification sent,11,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384505+00:00,Parcel delayed 24hrs at the hub,parcel delayed 24hrs at the hub,11,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383478+00:00,A guaranteed service refund has been voided for this package.,a guaranteed service refund has been voided for this package,10,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383542+00:00,The address has been corrected.,the address has been corrected,10,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.738395+00:00,"Delivered with Consignee's Authority, received by JACQUELINE JOKIC",delivered with consignee s authority received by jacqueline jokic,10,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383983+00:00,"Delivered with Consignee's Authority, received by STOCK, SEBASTIAN",delivered with consignee s authority received by stock sebastian,10,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384053+00:00,Delivery to DPD Pickup Shop Droguerie G Dubouloz requested,delivery to dpd pickup shop droguerie g dubouloz requested,10,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384119+00:00,Delivery to DPD Pickup Shop Toeter Gadgets requested,delivery to dpd pickup shop toeter gadgets requested,10,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384258+00:00,Redelivery request (leave in safe place) made for Fri 16 June 2023 Safe Place Acknowledgement SMS notification sent,redelivery request leave in safe place made for fri 16 june 2023 safe place acknowledgement sms notification sent,10,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384276+00:00,Redelivery request (new address) made for Fri 26 May 2023,redelivery request new address made for fri 26 may 2023,10,Not Matched
66bdc51d-a6ec-4c82-8b6d-ae07fb619028,ParcelForce UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384442+00:00,I532,i532,10,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384454+00:00,Awaiting Marshall,awaiting marshall,10,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.738453+00:00,Return has been processed at the Hermes depot and will be with the retailer shortly,return has been processed at the hermes depot and will be with the retailer shortly,10,Not Matched
a1630cac-f11e-45eb-ba58-de00a0c48748,DHL UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384604+00:00,Destroyed/Disposal,destroyed/disposal,10,Not Matched
01f30ac3-4496-408f-b1b0-dc6ed4a36006,Norsk UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383403+00:00,1514,1514,9,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383654+00:00,UPS will contact the sender or receiver with updated information regarding your UPS® Premier package.,ups will contact the sender or receiver with updated information regarding your ups premier package,9,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383729+00:00,Your UPS® Premier package has incorrect address information.,your ups premier package has incorrect address information,9,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383928+00:00,"Delivered with Consignee's Authority, received by EVGENIA GRISHINA",delivered with consignee s authority received by evgenia grishina,9,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.738403+00:00,"Delivery to DPD Pickup Point after unsuccessful delivery attempt (Not@Home), by MICHELLE COOPER JRKXJX",delivery to dpd pickup point after unsuccessful delivery attempt not home by michelle cooper jrkxjx,9,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384068+00:00,Delivery to DPD Pickup Shop LA TABATIERE requested,delivery to dpd pickup shop la tabatiere requested,9,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384075+00:00,Delivery to DPD Pickup Shop Max Shop Almelo requested,delivery to dpd pickup shop max shop almelo requested,9,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384234+00:00,"Picked Up By Consumer, by MICHELLE",picked up by consumer by michelle,9,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.738439+00:00,"Unable to Deliver, Recipient Absent, by N OWEN",unable to deliver recipient absent by n owen,9,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383519+00:00,liquid.,liquid,8,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383525+00:00,Other driver follow-up.,other driver follow up,8,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.73836+00:00,THE RECEIVER REQUESTED THE PACKAGE BE REROUTED TO AN ALTERNATE LOCATION FOR CUSTOMER PICKUP.,the receiver requested the package be rerouted to an alternate location for customer pickup,8,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383609+00:00,The street suffix is incorrect. This may delay delivery. We're attempting to update the address.,the street suffix is incorrect this may delay delivery we re attempting to update the address,8,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384077+00:00,Delivery to DPD Pickup Shop Moreton-in-Marsh Post Office requested Not@Home SMS & Not@Home e-mail notification sent,delivery to dpd pickup shop moreton in marsh post office requested not home sms not home e mail notification sent,8,Not Matched
6e28e500-05f1-4745-9878-e4952ac9afeb,Hermes UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384473+00:00,Damaged after Pshop driver delivery,damaged after pshop driver delivery,8,Not Matched
0bb863db-1a5d-4688-8212-a842ab236726,UPS UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383597+00:00,The receiver refused the package that requires a Package Release Code. The package will be returned to sender.,the receiver refused the package that requires a package release code the package will be returned to sender,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.738374+00:00,Check Address,check address,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383749+00:00,"Delivered (Collected from depot), received by ZIFFITT (ID = Photo ID, Passport)",delivered collected from depot received by ziffitt id photo id passport,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383868+00:00,"Delivered to Alternative Address, received by HANDY VIP EYUP",delivered to alternative address received by handy vip eyup,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383872+00:00,"Delivered to Alternative Address, received by HARTMANN",delivered to alternative address received by hartmann,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383873+00:00,"Delivered to Alternative Address, received by J SJ",delivered to alternative address received by j sj,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383878+00:00,"Delivered to Alternative Address, received by KROEBER",delivered to alternative address received by kroeber,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383885+00:00,"Delivered to Alternative Address, received by NR87",delivered to alternative address received by nr87,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383898+00:00,"Delivered with Consignee's Authority, by ACKLAM, STUART",delivered with consignee s authority by acklam stuart,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383901+00:00,"Delivered with Consignee's Authority, by GRÃ¶PKE, STEFFEN",delivered with consignee s authority by grã pke steffen,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383903+00:00,"Delivered with Consignee's Authority, by MANGOLD, FLORIAN",delivered with consignee s authority by mangold florian,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383906+00:00,"Delivered with Consignee's Authority, by SEETHALER, FLORIAN",delivered with consignee s authority by seethaler florian,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383907+00:00,"Delivered with Consignee's Authority, by STRITTMATTER, NICOLE UND OLIVER",delivered with consignee s authority by strittmatter nicole und oliver,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383909+00:00,"Delivered with Consignee's Authority, received by ADIDAS AG HZO BRENES, YOLANDA GOME",delivered with consignee s authority received by adidas ag hzo brenes yolanda gome,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.738391+00:00,"Delivered with Consignee's Authority, received by AICHHOLZ, MARC",delivered with consignee s authority received by aichholz marc,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383917+00:00,"Delivered with Consignee's Authority, received by BRÃ¼NING, SARAH",delivered with consignee s authority received by brã ning sarah,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383921+00:00,"Delivered with Consignee's Authority, received by DESER",delivered with consignee s authority received by deser,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383925+00:00,"Delivered with Consignee's Authority, received by EASYPAKETSHOP",delivered with consignee s authority received by easypaketshop,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.738393+00:00,"Delivered with Consignee's Authority, received by FAIZA UMATUL",delivered with consignee s authority received by faiza umatul,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383932+00:00,"Delivered with Consignee's Authority, received by GOEBBER",delivered with consignee s authority received by goebber,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383935+00:00,"Delivered with Consignee's Authority, received by HAÃELMANN",delivered with consignee s authority received by haã elmann,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383936+00:00,"Delivered with Consignee's Authority, received by HAGEDORN, BENJAMIN",delivered with consignee s authority received by hagedorn benjamin,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383937+00:00,"Delivered with Consignee's Authority, received by HAGEN",delivered with consignee s authority received by hagen,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383938+00:00,"Delivered with Consignee's Authority, received by HALLER",delivered with consignee s authority received by haller,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383951+00:00,"Delivered with Consignee's Authority, received by JUNGERMANN, DOMINIK",delivered with consignee s authority received by jungermann dominik,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383956+00:00,"Delivered with Consignee's Authority, received by KINGA PINTEROVA",delivered with consignee s authority received by kinga pinterova,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383957+00:00,"Delivered with Consignee's Authority, received by KRAUS",delivered with consignee s authority received by kraus,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383963+00:00,"Delivered with Consignee's Authority, received by LERCH, SARAH UND PHILIPP",delivered with consignee s authority received by lerch sarah und philipp,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383964+00:00,"Delivered with Consignee's Authority, received by MAIL, SAM",delivered with consignee s authority received by mail sam,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383965+00:00,"Delivered with Consignee's Authority, received by MARAUN /17732 THORSTEN",delivered with consignee s authority received by maraun /17732 thorsten,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383969+00:00,"Delivered with Consignee's Authority, received by ODER, RAINER",delivered with consignee s authority received by oder rainer,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383971+00:00,"Delivered with Consignee's Authority, received by ORTMEIER",delivered with consignee s authority received by ortmeier,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383972+00:00,"Delivered with Consignee's Authority, received by PETTERSON, RONALD",delivered with consignee s authority received by petterson ronald,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383974+00:00,"Delivered with Consignee's Authority, received by RUGINS DE MONTOYA, SUSAN",delivered with consignee s authority received by rugins de montoya susan,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383975+00:00,"Delivered with Consignee's Authority, received by SAAGER, NORMAN UND SABINE",delivered with consignee s authority received by saager norman und sabine,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383977+00:00,"Delivered with Consignee's Authority, received by SEITZ, CHRISTOPHER",delivered with consignee s authority received by seitz christopher,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383981+00:00,"Delivered with Consignee's Authority, received by STEPHAN, TOBIAS",delivered with consignee s authority received by stephan tobias,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383984+00:00,"Delivered with Consignee's Authority, received by STOJANOCIC",delivered with consignee s authority received by stojanocic,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383989+00:00,"Delivered with Consignee's Authority, received by TECHNISCHE UNIVERSITAET",delivered with consignee s authority received by technische universitaet,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383991+00:00,"Delivered with Consignee's Authority, received by VOGT ANGELINA",delivered with consignee s authority received by vogt angelina,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383996+00:00,"Delivered with Consignee's Authority, received by ZAYLIA ISRAEL",delivered with consignee s authority received by zaylia israel,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7383999+00:00,"Delivery Note / Order Reference Required, by BRACHMANN",delivery note / order reference required by brachmann,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384021+00:00,"Delivery to DPD Pickup Point after unsuccessful delivery attempt (Not@Home), by DANNY WINTER",delivery to dpd pickup point after unsuccessful delivery attempt not home by danny winter,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384024+00:00,"Delivery to DPD Pickup Point after unsuccessful delivery attempt (Not@Home), by FRANS VAN HEEL VAN HEEL",delivery to dpd pickup point after unsuccessful delivery attempt not home by frans van heel van heel,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384035+00:00,"Delivery to DPD Pickup Point after unsuccessful delivery attempt (Not@Home), by PRICILJA VEENKAMP VEEN",delivery to dpd pickup point after unsuccessful delivery attempt not home by pricilja veenkamp veen,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384037+00:00,Delivery to DPD Pickup Shop ALIMENTATION GRAND PALAIS requested,delivery to dpd pickup shop alimentation grand palais requested,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384043+00:00,Delivery to DPD Pickup Shop Billa - Filiale 8158 requested,delivery to dpd pickup shop billa filiale 8158 requested,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.738405+00:00,Delivery to DPD Pickup Shop CORDONNERIE SERRURERIE PATRICIO requested,delivery to dpd pickup shop cordonnerie serrurerie patricio requested,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384054+00:00,Delivery to DPD Pickup Shop E.Leclerc Bricolage requested,delivery to dpd pickup shop e leclerc bricolage requested,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384062+00:00,Delivery to DPD Pickup Shop HYPER U requested,delivery to dpd pickup shop hyper u requested,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384066+00:00,Delivery to DPD Pickup Shop LA POSTE PPDC NARBONNE requested,delivery to dpd pickup shop la poste ppdc narbonne requested,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384069+00:00,Delivery to DPD Pickup Shop Le relais des mousquetaires requested,delivery to dpd pickup shop le relais des mousquetaires requested,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384072+00:00,Delivery to DPD Pickup Shop Leyton Post Office requested Not@Home e-mail notification sent,delivery to dpd pickup shop leyton post office requested not home e mail notification sent,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384074+00:00,Delivery to DPD Pickup Shop MARCHE AUX AFFAIRES requested,delivery to dpd pickup shop marche aux affaires requested,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384103+00:00,Delivery to DPD Pickup Shop Profi-Line Gotha requested,delivery to dpd pickup shop profi line gotha requested,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384111+00:00,Delivery to DPD Pickup Shop SAVE requested,delivery to dpd pickup shop save requested,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384136+00:00,Forwarded to Mps Pre-paid Roissy (fr),forwarded to mps pre paid roissy fr,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384137+00:00,Held in Customs-VAT/ID required,held in customs vat/id required,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384216+00:00,"Picked Up By Consumer, by ANDREW GOUDIE",picked up by consumer by andrew goudie,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384217+00:00,"Picked Up By Consumer, by DANIEL MULDER",picked up by consumer by daniel mulder,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384218+00:00,"Picked Up By Consumer, by DANNY",picked up by consumer by danny,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384221+00:00,"Picked Up By Consumer, by DUCO",picked up by consumer by duco,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384223+00:00,"Picked Up By Consumer, by FRANK K",picked up by consumer by frank k,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384225+00:00,"Picked Up By Consumer, by FRANS VAN HEEL",picked up by consumer by frans van heel,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384228+00:00,"Picked Up By Consumer, by IVAN VARELA DOMARCO",picked up by consumer by ivan varela domarco,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384233+00:00,"Picked Up By Consumer, by MATHEW COOPER",picked up by consumer by mathew cooper,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384236+00:00,"Picked Up By Consumer, by PIP MENZEL",picked up by consumer by pip menzel,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384237+00:00,"Picked Up By Consumer, by PRICILJA VEENKAMP",picked up by consumer by pricilja veenkamp,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.738425+00:00,Ready for collection SMS sent successfully,ready for collection sms sent successfully,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384252+00:00,"Received At Pickup, by ANDREW GOUDIE",received at pickup by andrew goudie,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384254+00:00,"Recipient Absent on Second Delivery Attempt, by COX",recipient absent on second delivery attempt by cox,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384318+00:00,Redirected to Southall depot Shipment Delayed SMS & Shipment Delayed e-mail notification sent,redirected to southall depot shipment delayed sms shipment delayed e mail notification sent,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384368+00:00,"Unable to Deliver, Address Changed",unable to deliver address changed,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384369+00:00,"Unable to Deliver - Address Changed, by PIETERSE MODE &A TEXTIEL",unable to deliver address changed by pieterse mode a textiel,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384374+00:00,"Unable to Deliver, Delivery Date Rescheduled, by ALIDE HE",unable to deliver delivery date rescheduled by alide he,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384375+00:00,"Unable to Deliver, Delivery Date Rescheduled, by LINDE REUS",unable to deliver delivery date rescheduled by linde reus,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384379+00:00,"Unable to Deliver, Reason Unknown, by ALIDE HE",unable to deliver reason unknown by alide he,7,Not Matched
5d0e294f-b483-4ba8-bd53-7f058427f35a,DPD UK,0001-01-01T00:00:00,2024-10-25T14:14:30.7384382+00:00,"Unable to Deliver, Recipient Absent, by COX",unable to deliver recipient absent by cox,7,Not Matched
